domain,match_group_id,trajectory_id,treatment,delegation_depth,thinking_mode,step_index,agent_id,agent_role,checkpoints,layer_count,activation_file,sha256
Finance,fin,fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,4,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_004.pt,bb0b01412d6aabf8caddf9283abc4664e76e9bea7ece6cfaa1be4873d4da19d1
Finance,fin,fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,129b78eddc99e3630eff7933e00c8abd93cb8faf5c9e88e6642cbb0dfec472f0
Finance,fin,fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,19acff5f530e1565e685dc21085fe5c9e92b0008210cbeef29053eda9f1e9c66
Finance,fin,fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,3,worker_2,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,a90d14eb2dc891fa4a84c5c054122cd4ee7515fc7da4014601fb5e8bd40f1d38
Finance,fin,fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,4,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_004.pt,0b4cb2e56464c7c681332279f10428557cf9739a5a27eecd6c4d56735fd4487e
Finance,fin,fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,c6cfe7d80c3b673ebe590fa1da17efbd88d2395e8dc5906ed2ddaad600002c90
Finance,fin,fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,b9cc6c494bfa258658b98d30210c060ec989b414a064e619397ce756be466298
Finance,fin,fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,3,worker_2,worker,last_input_token;last_visible_answer_token,64,activations/fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,56e371f3ec4e710af9586073d6da462a89a7a9448cf1358aef4f53bec510d3b6
Finance,fin,fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,4,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_004.pt,74b67543dd456b708a51391380ee5c59ae2c052bf361bdda7fa0278a2150fd43
Finance,fin,fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,777d1cb8f91426f0cf7adfdb5d7847672045033554bc9eb0f2f91ffac19ede7f
Finance,fin,fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,5a713a6e34d9e5f04b64a2c4f68854b4c831434d3c1f9374fa0312753dd49044
Finance,fin,fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,3,worker_2,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,b41775ed34fd0672bc3e625998dc1eb9c9e11905f18a181538b39313996a6e6b
Finance,fin,fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,4,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_004.pt,d3a4719d84b0887ec4d6502467e2b525a25550b556214e1c58755bbd79f91b17
Knowledge Graphs,kg,kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,74a824659ee6fa515c040a842bcbc235e66c7cff3fb02f0b023c15e357b25af4
Knowledge Graphs,kg,kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,abf6de781d24d3751b55944e69aae1e410be74cc349834cd3fbec5a05f1991ae
Knowledge Graphs,kg,kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,3,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,c5003ae337af5c5e66c5e0db719839cc0b5299a07d1339fd84e31e7662acfb9f
Knowledge Graphs,kg,kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,cdd03dd2a05f25ee8a67173ec90d1af8acdfc5ccc5e453025afd3ce180bd3cdf
Knowledge Graphs,kg,kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,916052c0ceafe8083bfb003dace92463d204389427ac509448a5d8a852922960
Knowledge Graphs,kg,kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,3,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,8a407c298f1f2724e2a3365afd289710fc9dfc2ca43be29f1f58463a0986ce87
Knowledge Graphs,kg,kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,03cd829840dcb7e4c7a6064e8347a829d1d43748a71f50d0f3af7b404d8cf229
Knowledge Graphs,kg,kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,68a94ecc009a57d28c536256a87bc43f207190eb60fc64d5be7fdea16823bd49
Knowledge Graphs,kg,kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,3,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,0220eef0a7299d24403902631d31b7c695af4ff0d6ad2d35fd478605e54bfa04
Knowledge Graphs,kg,kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,270eb50f198f2c78a20ce4320046743dda6edc2404df47338148bdf282b5a71a
Knowledge Graphs,kg,kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,0546b1ecf28d254703343fa46cf59c6df94af189756c346daec3de742166d1dd
Knowledge Graphs,kg,kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,3,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,4e3cd93682a4035ec054d364f5d39ed660ca06b199fdb1ab4e4e37416d756fb6
Knowledge Graphs,kg,kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,74a824659ee6fa515c040a842bcbc235e66c7cff3fb02f0b023c15e357b25af4
Knowledge Graphs,kg,kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,95033bd9c936637b17cdaf1528e4ec594a77c34b8709137ae48abe80361d28ac
Knowledge Graphs,kg,kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,3,worker_2,worker,last_input_token;last_visible_answer_token,64,activations/kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,3d8bc8f8c7d35e0a1dbfffb2471cef836d173a3456f81079d6dba1102f16adda
Knowledge Graphs,kg,kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,4,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_004.pt,f36ed493d652ea3bf53bf760e51f81dd1055947b2645f1b5c07dc42a7a70cea2
Knowledge Graphs,kg,kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,825ad69cf07c3cc0c50996ebc3f9bb780ae8c1b28d75b904d3fd6a8d92a22a12
Knowledge Graphs,kg,kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,1a0ddf32ffd4743d2ad772964e35da0cf9f1dcfd2bf986157c1b3556e0b37ead
Knowledge Graphs,kg,kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,3,worker_2,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,dd69a92a7064766b134e29971da5f99b3035f08ebe8988f422319fa421d4994b
Knowledge Graphs,kg,kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,4,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_004.pt,579e79b23caf8a392e9bad6acd57b47a27a7264a4f17db94e9397157d2467e04
Knowledge Graphs,kg,kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,74a824659ee6fa515c040a842bcbc235e66c7cff3fb02f0b023c15e357b25af4
Knowledge Graphs,kg,kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,20f3cf865be52bcf9a62ea1c1c9a36ed8b8acc796ca5043e269448859dec510c
Knowledge Graphs,kg,kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,3,worker_2,worker,last_input_token;last_visible_answer_token,64,activations/kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,2f962f3f864373eaaf7c46aa62d114bd384756619a8384544d2643c4cf9332b2
Knowledge Graphs,kg,kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,4,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_004.pt,70be29b108854241c9af5f60b5d2b27343e3cb00ec03aa903aba5a180b82406a
Knowledge Graphs,kg,kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,cea128d7eac803fc3d2f7e8d390672df926c6e2b375246bae2bd5ec40aa476ec
Knowledge Graphs,kg,kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,c66706c98dac6c5c4a79aeca1c2acea64da1a886e602fb7daec674125aee5a82
Knowledge Graphs,kg,kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,3,worker_2,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,1fe104ac86330563e3859b85ccf7ab33a19bea4220c9a8d1fba2d5f765ac6e53
Knowledge Graphs,kg,kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,4,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/kg__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_004.pt,f48940aaf1147bfa55aa1c638e760975ccd254049d450a99f28e6b6f7b873510
Macro,macro,macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,eb163a4addc952ba3075c4a5980d7e96508778b7c2e14d591ea42671b922ecd7
Macro,macro,macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,acb7e0a977640543d2876e7236570d8c1ad58d9593d6d9480f5cd0bb4ad5109f
Macro,macro,macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,3,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,561713166426e5141a2b1871dff8331593465ee6a8e837cdbc66239565818b0c
Macro,macro,macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,a26ede99a67396f6045855a53bfaf0aec0b45347cf79fd859935e34a400ca9ca
Macro,macro,macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,55499e7d3551ff8012dfb327a7f62483bbc13a829dedc7531474ebae92e06628
Macro,macro,macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,3,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,edf48298c3a5c336c9149e4ccab5578e568a34875617448e69d33c2ca5355e85
Macro,macro,macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,e387a6794ca4f9ce9be106a78195c59a66444ca5ea27e51638c4a8a89d70567b
Macro,macro,macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,d413708116a6bb7c53982fa1800924940e640b7c0c47a1ec8bd619541508d1ae
Macro,macro,macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,3,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,816fb7367cb691c055b8d7da1ee6413436bc33142495f92b19f83319fd8583e7
Macro,macro,macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,24d8afaf7d429ac22a4e23dcf1dc08c15bceb6af173a3ffb4449562b9181a10a
Macro,macro,macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,ba98030be53b19cc46ee9c3c02669cea2421b540e2126aa619db36e2044d5689
Macro,macro,macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,3,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,46023d0ba9b93157879c51b3519bebe23870839c572c6ef70e5c0e9719b3bffe
Macro,macro,macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,87e6d1662ee45a56af0cfd925efbf1443c73ba2e7e7cef4b7492109eb6347b24
Macro,macro,macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,63fbd09866245f0d40eca8ffe93e6993a10aaefb6f4c4950ba748582421f3eb2
Macro,macro,macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,3,worker_2,worker,last_input_token;last_visible_answer_token,64,activations/macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,315afd6d2334d283b3faa18a8e3b2874161ed2a5d48b2bd220a6c3dca9d5656d
Macro,macro,macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,4,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_004.pt,a1bfb78a4767f42059c90abce02d46b4b17ed31ce4766bb395a68d2505013b08
Macro,macro,macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,fa89bc70417becf9c048ad0f69962f87ad41034fd8d31bc903f5aeb63848e6a7
Macro,macro,macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,de7f30641a0183e910de67285be60053bd084c0f61a116b9def30626e60406bc
Macro,macro,macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,3,worker_2,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,0d8b095f7b7c047b4b223bf7f646e318eada1194c624331220a51fd0d3d11b5d
Macro,macro,macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,4,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_004.pt,4e9a9149d30d514b8c164b1c3b05779f283cc869ab21187aa8c77f60fdb8b7f1
Macro,macro,macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,507ecdccda82fba220b8656e401f6b5a78dc8862700ad5cbea54cc6bec03d4a3
Macro,macro,macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,46d8d903775875863917670bd81a866b9e458c0daf28cc1a6e6061f8d4c7cbfb
Macro,macro,macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,3,worker_2,worker,last_input_token;last_visible_answer_token,64,activations/macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,39319759ace695cc823f4580ed06779df69cc164cdff4c6d67b214e84efc7174
Macro,macro,macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,4,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_004.pt,0733afa8a6fd7da91bfae36cd28989bdc77fa9318fb30c63e1f5efab7aa3a44a
Macro,macro,macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,cebdfb6b8da39665daf68a4c31cf568e1c0fdf6c80dfe4eb1c0f885305d6ac44
Macro,macro,macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,bf1f0bf90e4e91797cd28cf4ea0524296a7ed64727e21de01d955cdb52c88af0
Macro,macro,macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,3,worker_2,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,eb53537f5ecba86462e184457948fcb86e1250ba05c555d67984775a978a875e
Macro,macro,macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,4,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/macro__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_004.pt,60df28afc0f0676ee87e1c6e7f1719dea6f577cb9a4456dfcdd97cb2091be3e3
Neuro,neuro,neuro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/neuro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,016734c66778769f50e5f77344112f3595ced22fbef668c0c6bfd48a44f1ec09
Neuro,neuro,neuro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/neuro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,6f7c2a9cb96f73c7ed3ddaf7e88dad180c2a9a701dfe8c27312ca9cfbc69aadc
Neuro,neuro,neuro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,3,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/neuro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,e91469514a9837ae52d39c0aa784205adb21d81c5c5285b6124dff93c8d2bfeb
Neuro,neuro,neuro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/neuro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,055e6f75db4eb007791ec22511b852bc86d7f08dc2f6c098832f583c38c0c954
Neuro,neuro,neuro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/neuro__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,09cdac82e77cee3f57996b1f033231d3af3e560a39ef08a2c699c19bf97f58b1
